comune,comune_code,date,cases
Abbadia Cerreto,98001,25/10/2020,6
Abbadia Lariana,97001,25/10/2020,24
Abbiategrasso,15002,25/10/2020,552
Acquafredda,17001,25/10/2020,26
Acquanegra Cremonese,19001,25/10/2020,44
Acquanegra sul Chiese,20001,25/10/2020,49
Adrara San Martino,16001,25/10/2020,16
Adro,17002,25/10/2020,109
Agnadello,19002,25/10/2020,59
Agnosine,17003,25/10/2020,32
Agrate Brianza,108001,25/10/2020,179
Aicurzio,108002,25/10/2020,13
Airuno,97002,25/10/2020,25
Albairate,15005,25/10/2020,31
Albano Sant'Alessandro,16003,25/10/2020,92
Albavilla,13003,25/10/2020,91
Albese con Cassano,13004,25/10/2020,219
Albiate,108003,25/10/2020,63
Albino,16004,25/10/2020,496
Albiolo,13005,25/10/2020,17
Albizzate,12002,25/10/2020,35
Albonese,18003,25/10/2020,38
Albosaggia,14002,25/10/2020,17
Albuzzano,18004,25/10/2020,97
Alfianello,17004,25/10/2020,43
Algua,16248,25/10/2020,10
Almè,16005,25/10/2020,84
Almenno San Bartolomeo,16006,25/10/2020,82
Almenno San Salvatore,16007,25/10/2020,81
Alserio,13006,25/10/2020,15
Alta Valle Intelvi,13253,25/10/2020,45
Alzano Lombardo,16008,25/10/2020,278
Alzate Brianza,13007,25/10/2020,72
Ambivere,16009,25/10/2020,28
Andalo Valtellino,14003,25/10/2020,4
Anfo,17005,25/10/2020,15
Angera,12003,25/10/2020,46
Angolo Terme,17006,25/10/2020,40
Annicco,19003,25/10/2020,61
Annone di Brianza,97003,25/10/2020,22
Antegnate,16010,25/10/2020,21
Anzano del Parco,13009,25/10/2020,23
Appiano Gentile,13010,25/10/2020,87
Aprica,14004,25/10/2020,11
Arcene,16011,25/10/2020,65
Arcisate,12004,25/10/2020,87
Arconate,15007,25/10/2020,87
Arcore,108004,25/10/2020,216
Ardenno,14005,25/10/2020,51
Ardesio,16012,25/10/2020,45
Arena Po,18005,25/10/2020,22
Arese,15009,25/10/2020,285
Argegno,13011,25/10/2020,7
Arluno,15010,25/10/2020,163
Arosio,13012,25/10/2020,132
Arsago Seprio,12005,25/10/2020,61
Artogne,17007,25/10/2020,93
Arzago d'Adda,16013,25/10/2020,26
Asola,20002,25/10/2020,143
Assago,15011,25/10/2020,117
Asso,13013,25/10/2020,50
Aviatico,16015,25/10/2020,11
Azzanello,19004,25/10/2020,14
Azzano Mella,17008,25/10/2020,33
Azzano San Paolo,16016,25/10/2020,102
Azzate,12006,25/10/2020,42
Azzio,12007,25/10/2020,4
Azzone,16017,25/10/2020,5
Badia Pavese,18006,25/10/2020,6
Bagnaria,18007,25/10/2020,7
Bagnatica,16018,25/10/2020,59
Bagnolo Cremasco,19005,25/10/2020,75
Bagnolo Mella,17009,25/10/2020,204
Bagnolo San Vito,20003,25/10/2020,69
Bagolino,17010,25/10/2020,73
Ballabio,97004,25/10/2020,60
Baranzate,15250,25/10/2020,182
Barasso,12008,25/10/2020,13
Barbariga,17011,25/10/2020,52
Barbata,16019,25/10/2020,5
Barbianello,18008,25/10/2020,5
Bardello,12009,25/10/2020,19
Bareggio,15012,25/10/2020,226
Barghe,17012,25/10/2020,11
Bariano,16020,25/10/2020,40
Barlassina,108005,25/10/2020,121
Barni,13015,25/10/2020,4
Barzago,97005,25/10/2020,22
Barzana,16021,25/10/2020,30
Barzanò,97006,25/10/2020,40
Barzio,97007,25/10/2020,12
Bascapè,18009,25/10/2020,15
Basiano,15014,25/10/2020,51
Basiglio,15015,25/10/2020,130
Bassano Bresciano,17013,25/10/2020,35
Bastida Pancarana,18011,25/10/2020,21
Battuda,18012,25/10/2020,5
Bedizzole,17014,25/10/2020,148
Bedulita,16022,25/10/2020,7
Belgioioso,18013,25/10/2020,176
Bellagio,13250,25/10/2020,76
Bellano,97008,25/10/2020,56
Bellinzago Lombardo,15016,25/10/2020,36
Bellusco,108006,25/10/2020,102
Berbenno,16023,25/10/2020,31
Berbenno di Valtellina,14007,25/10/2020,68
Beregazzo con Figliaro,13022,25/10/2020,90
Bereguardo,18014,25/10/2020,25
Bergamo,16024,25/10/2020,2303
Berlingo,17015,25/10/2020,29
Bernareggio,108007,25/10/2020,163
Bernate Ticino,15019,25/10/2020,17
Bertonico,98002,25/10/2020,11
Berzo Demo,17016,25/10/2020,32
Berzo Inferiore,17017,25/10/2020,62
Berzo San Fermo,16025,25/10/2020,23
Besana in Brianza,108008,25/10/2020,224
Besano,12011,25/10/2020,39
Besate,15022,25/10/2020,18
Besnate,12012,25/10/2020,38
Besozzo,12013,25/10/2020,64
Biandronno,12014,25/10/2020,26
Bianzano,16026,25/10/2020,9
Bianzone,14008,25/10/2020,20
Biassono,108009,25/10/2020,213
Bienno,17018,25/10/2020,102
Binago,13023,25/10/2020,35
Binasco,15024,25/10/2020,169
Bione,17019,25/10/2020,23
Bisuschio,12015,25/10/2020,34
Bizzarone,13024,25/10/2020,9
Blevio,13026,25/10/2020,9
Bodio Lomnago,12016,25/10/2020,49
Boffalora d'Adda,98003,25/10/2020,25
Boffalora sopra Ticino,15026,25/10/2020,53
Bolgare,16028,25/10/2020,75
Bollate,15027,25/10/2020,588
Boltiere,16029,25/10/2020,77
Bonate Sopra,16030,25/10/2020,113
Bonate Sotto,16031,25/10/2020,73
Bonemerse,19006,25/10/2020,52
Bordolano,19007,25/10/2020,18
Borgarello,18015,25/10/2020,37
Borghetto Lodigiano,98004,25/10/2020,167
Borgo di Terzo,16032,25/10/2020,15
Borgo Mantovano,20072,25/10/2020,45
Borgo Priolo,18016,25/10/2020,15
Borgo San Giacomo,17020,25/10/2020,108
Borgo San Giovanni,98005,25/10/2020,32
Borgo San Siro,18018,25/10/2020,9
Borgo Virgilio,20071,25/10/2020,187
Borgocarbonara,20073,25/10/2020,7
Borgoratto Mormorolo,18017,25/10/2020,8
Borgosatollo,17021,25/10/2020,183
Bormio,14009,25/10/2020,77
Bornasco,18019,25/10/2020,30
Borno,17022,25/10/2020,82
Bosisio Parini,97009,25/10/2020,31
Bosnasco,18020,25/10/2020,5
Bossico,16033,25/10/2020,11
Bottanuco,16034,25/10/2020,62
Botticino,17023,25/10/2020,185
Bovegno,17024,25/10/2020,25
Bovezzo,17025,25/10/2020,95
Bovisio-Masciago,108010,25/10/2020,193
Bozzolo,20007,25/10/2020,58
Bracca,16035,25/10/2020,10
Brallo di Pregola,18021,25/10/2020,6
Brandico,17026,25/10/2020,14
Branzi,16036,25/10/2020,5
Braone,17027,25/10/2020,9
Brebbia,12017,25/10/2020,28
Bregano,12018,25/10/2020,12
Bregnano,13028,25/10/2020,58
Brembate,16037,25/10/2020,95
Brembate di Sopra,16038,25/10/2020,139
Brembio,98006,25/10/2020,54
Breme,18022,25/10/2020,8
Brenna,13029,25/10/2020,21
Breno,17028,25/10/2020,141
Brenta,12019,25/10/2020,18
Brescia,17029,25/10/2020,3121
Bressana Bottarone,18023,25/10/2020,42
Bresso,15032,25/10/2020,554
Brezzo di Bedero,12020,25/10/2020,6
Brienno,13030,25/10/2020,4
Brignano Gera d'Adda,16040,25/10/2020,92
Brione,17030,25/10/2020,7
Briosco,108011,25/10/2020,64
Brissago-Valtravaglia,12022,25/10/2020,10
Brivio,97010,25/10/2020,80
Broni,18024,25/10/2020,152
Brugherio,108012,25/10/2020,572
Brunate,13032,25/10/2020,13
Brunello,12023,25/10/2020,4
Brusaporto,16042,25/10/2020,73
Brusimpiano,12024,25/10/2020,13
Bubbiano,15035,25/10/2020,33
Buccinasco,15036,25/10/2020,355
Buglio in Monte,14010,25/10/2020,9
Buguggiate,12025,25/10/2020,16
Bulciago,97011,25/10/2020,24
Bulgarograsso,13034,25/10/2020,20
Burago di Molgora,108013,25/10/2020,29
Buscate,15038,25/10/2020,38
Busnago,108051,25/10/2020,133
Bussero,15040,25/10/2020,144
Busto Arsizio,12026,25/10/2020,888
Busto Garolfo,15041,25/10/2020,158
Cabiate,13035,25/10/2020,65
Cadegliano-Viconago,12027,25/10/2020,23
Cadorago,13036,25/10/2020,64
Cadrezzate con Osmate,12143,25/10/2020,28
Caglio,13037,25/10/2020,5
Caino,17031,25/10/2020,16
Caiolo,14011,25/10/2020,7
Cairate,12029,25/10/2020,71
Calcinate,16043,25/10/2020,63
Calcinato,17032,25/10/2020,129
Calcio,16044,25/10/2020,55
Calco,97012,25/10/2020,76
Calolziocorte,97013,25/10/2020,200
Calusco d'Adda,16046,25/10/2020,149
Calvagese della Riviera,17033,25/10/2020,27
Calvatone,19009,25/10/2020,22
Calvenzano,16047,25/10/2020,65
Calvignasco,15042,25/10/2020,12
Calvisano,17034,25/10/2020,122
Cambiago,15044,25/10/2020,60
Camerata Cornello,16048,25/10/2020,10
Camisano,19010,25/10/2020,21
Campagnola Cremasca,19011,25/10/2020,9
Camparada,108014,25/10/2020,23
Campione d'Italia,13040,25/10/2020,13
Campodolcino,14012,25/10/2020,7
Campospinoso,18026,25/10/2020,54
Candia Lomellina,18027,25/10/2020,19
Canegrate,15046,25/10/2020,147
Canneto Pavese,18029,25/10/2020,10
Canneto sull'Oglio,20008,25/10/2020,93
Canonica d'Adda,16049,25/10/2020,57
Cantello,12030,25/10/2020,44
Cantù,13041,25/10/2020,595
Canzo,13042,25/10/2020,91
Capergnanica,19012,25/10/2020,30
Capiago Intimiano,13043,25/10/2020,66
Capizzone,16050,25/10/2020,24
Capo di Ponte,17035,25/10/2020,72
Caponago,108052,25/10/2020,77
Cappella Cantone,19013,25/10/2020,12
Cappella de' Picenardi,19014,25/10/2020,5
Capralba,19015,25/10/2020,23
Capriano del Colle,17037,25/10/2020,72
Capriate San Gervasio,16051,25/10/2020,150
Caprino Bergamasco,16052,25/10/2020,37
Capriolo,17038,25/10/2020,141
Carate Brianza,108015,25/10/2020,297
Carate Urio,13044,25/10/2020,11
Caravaggio,16053,25/10/2020,207
Caravate,12031,25/10/2020,17
Carbonara al Ticino,18030,25/10/2020,11
Carbonate,13045,25/10/2020,15
Cardano al Campo,12032,25/10/2020,108
Carenno,97014,25/10/2020,14
Carimate,13046,25/10/2020,52
Carlazzo,13047,25/10/2020,24
Carnago,12033,25/10/2020,60
Carnate,108016,25/10/2020,107
Carobbio degli Angeli,16055,25/10/2020,43
Caronno Pertusella,12034,25/10/2020,251
Caronno Varesino,12035,25/10/2020,31
Carpenedolo,17039,25/10/2020,245
Carpiano,15050,25/10/2020,41
Carugate,15051,25/10/2020,207
Carugo,13048,25/10/2020,60
Carvico,16057,25/10/2020,50
Casalbuttano ed Uniti,19016,25/10/2020,166
Casale Cremasco-Vidolasco,19017,25/10/2020,26
Casale Litta,12036,25/10/2020,16
Casaletto Ceredano,19018,25/10/2020,16
Casaletto di Sopra,19019,25/10/2020,8
Casaletto Lodigiano,98008,25/10/2020,29
Casaletto Vaprio,19020,25/10/2020,37
Casalmaggiore,19021,25/10/2020,364
Casalmaiocco,98009,25/10/2020,48
Casalmorano,19022,25/10/2020,57
Casalmoro,20010,25/10/2020,31
Casaloldo,20011,25/10/2020,40
Casalpusterlengo,98010,25/10/2020,349
Casalromano,20012,25/10/2020,22
Casalzuigno,12037,25/10/2020,9
Casargo,97015,25/10/2020,5
Casarile,15055,25/10/2020,40
Casatenovo,97016,25/10/2020,192
Casatisma,18032,25/10/2020,18
Casazza,16058,25/10/2020,72
Casciago,12038,25/10/2020,28
Casei Gerola,18033,25/10/2020,69
Caselle Landi,98011,25/10/2020,33
Caselle Lurani,98012,25/10/2020,64
Casirate d'Adda,16059,25/10/2020,43
Caslino d'Erba,13052,25/10/2020,15
Casnate con Bernate,13053,25/10/2020,53
Casnigo,16060,25/10/2020,65
Casorate Primo,18034,25/10/2020,120
Casorate Sempione,12039,25/10/2020,63
Casorezzo,15058,25/10/2020,75
Caspoggio,14013,25/10/2020,24
Cassago Brianza,97017,25/10/2020,41
Cassano d'Adda,15059,25/10/2020,252
Cassano Magnago,12040,25/10/2020,178
Cassina de' Pecchi,15060,25/10/2020,184
Cassina Rizzardi,13055,25/10/2020,49
Cassinetta di Lugagnano,15061,25/10/2020,21
Cassolnovo,18035,25/10/2020,107
Castana,18036,25/10/2020,13
Castano Primo,15062,25/10/2020,98
Casteggio,18037,25/10/2020,95
Castegnato,17040,25/10/2020,116
Castel d'Ario,20014,25/10/2020,27
Castel Gabbiano,19024,25/10/2020,5
Castel Goffredo,20015,25/10/2020,169
Castel Mella,17042,25/10/2020,132
Castel Rozzone,16063,25/10/2020,48
Castelbelforte,20013,25/10/2020,11
Castelcovati,17041,25/10/2020,98
Casteldidone,19023,25/10/2020,6
Castelgerundo,98062,25/10/2020,43
Castellanza,12042,25/10/2020,149
Castelleone,19025,25/10/2020,306
Castelletto di Branduzzo,18038,25/10/2020,11
Castelli Calepio,16062,25/10/2020,137
Castello Cabiaglio,12043,25/10/2020,6
Castello d'Agogna,18039,25/10/2020,5
Castello dell'Acqua,14014,25/10/2020,8
Castello di Brianza,97019,25/10/2020,17
Castellucchio,20016,25/10/2020,46
Castelmarte,13058,25/10/2020,11
Castelnovetto,18040,25/10/2020,4
Castelnuovo Bocca d'Adda,98013,25/10/2020,41
Castelseprio,12044,25/10/2020,10
Castelveccana,12045,25/10/2020,13
Castelverde,19026,25/10/2020,138
Castenedolo,17043,25/10/2020,225
Castiglione d'Adda,98014,25/10/2020,257
Castiglione delle Stiviere,20017,25/10/2020,431
Castiglione Olona,12046,25/10/2020,59
Castione Andevenno,14015,25/10/2020,14
Castione della Presolana,16064,25/10/2020,76
Castiraga Vidardo,98015,25/10/2020,31
Casto,17044,25/10/2020,29
Castrezzato,17045,25/10/2020,91
Castro,16065,25/10/2020,18
Castronno,12047,25/10/2020,33
Cava Manara,18041,25/10/2020,169
Cavaria con Premezzo,12048,25/10/2020,41
Cavenago d'Adda,98017,25/10/2020,41
Cavenago di Brianza,108017,25/10/2020,116
Cavernago,16066,25/10/2020,21
Cavriana,20018,25/10/2020,56
Cazzago Brabbia,12049,25/10/2020,9
Cazzago San Martino,17046,25/10/2020,149
Cazzano Sant'Andrea,16067,25/10/2020,28
Cecima,18042,25/10/2020,10
Cedegolo,17047,25/10/2020,23
Cedrasco,14016,25/10/2020,6
Cella Dati,19028,25/10/2020,6
Cellatica,17048,25/10/2020,63
Cenate Sopra,16068,25/10/2020,29
Cenate Sotto,16069,25/10/2020,49
Cene,16070,25/10/2020,74
Centro Valle Intelvi,13254,25/10/2020,121
Cerano d'Intelvi,13063,25/10/2020,5
Ceranova,18043,25/10/2020,17
Cercino,14017,25/10/2020,10
Ceresara,20019,25/10/2020,19
Cerete,16071,25/10/2020,17
Cergnago,18045,25/10/2020,7
Ceriano Laghetto,108018,25/10/2020,94
Cermenate,13064,25/10/2020,88
Cernobbio,13065,25/10/2020,54
Cernusco Lombardone,97020,25/10/2020,61
Cernusco sul Naviglio,15070,25/10/2020,524
Cerro al Lambro,15071,25/10/2020,46
Cerro Maggiore,15072,25/10/2020,219
Certosa di Pavia,18046,25/10/2020,160
Cerveno,17049,25/10/2020,17
Cervesina,18047,25/10/2020,54
Cervignano d'Adda,98018,25/10/2020,31
Cesana Brianza,97021,25/10/2020,53
Cesano Boscone,15074,25/10/2020,505
Cesano Maderno,108019,25/10/2020,543
Cesate,15076,25/10/2020,237
Ceto,17050,25/10/2020,42
Cevo,17051,25/10/2020,21
Chiari,17052,25/10/2020,313
Chiavenna,14018,25/10/2020,77
Chiesa in Valmalenco,14019,25/10/2020,26
Chieve,19029,25/10/2020,24
Chignolo d'Isola,16072,25/10/2020,41
Chignolo Po,18048,25/10/2020,86
Chiuduno,16073,25/10/2020,75
Chiuro,14020,25/10/2020,22
Cicognolo,19030,25/10/2020,18
Cigognola,18049,25/10/2020,38
Cigole,17053,25/10/2020,38
Cilavegna,18050,25/10/2020,156
Cimbergo,17054,25/10/2020,7
Cingia de' Botti,19031,25/10/2020,89
Cinisello Balsamo,15077,25/10/2020,1335
Cino,14021,25/10/2020,7
Cirimido,13068,25/10/2020,14
Cisano Bergamasco,16074,25/10/2020,70
Ciserano,16075,25/10/2020,75
Cislago,12050,25/10/2020,135
Cisliano,15078,25/10/2020,47
Cittiglio,12051,25/10/2020,45
Civate,97022,25/10/2020,66
Cividate al Piano,16076,25/10/2020,83
Cividate Camuno,17055,25/10/2020,50
Civo,14022,25/10/2020,26
Clivio,12052,25/10/2020,5
Clusone,16077,25/10/2020,225
Coccaglio,17056,25/10/2020,135
Cocquio-Trevisago,12053,25/10/2020,151
Codevilla,18051,25/10/2020,7
Codogno,98019,25/10/2020,467
Cogliate,108020,25/10/2020,82
Colere,16078,25/10/2020,24
Colico,97023,25/10/2020,65
Colle Brianza,97024,25/10/2020,14
Collebeato,17057,25/10/2020,55
Collio,17058,25/10/2020,13
Cologne,17059,25/10/2020,89
Cologno al Serio,16079,25/10/2020,131
Cologno Monzese,15081,25/10/2020,922
Colonno,13074,25/10/2020,6
Colorina,14023,25/10/2020,20
Colturano,15082,25/10/2020,18
Colverde,13251,25/10/2020,37
Colzate,16080,25/10/2020,41
Comabbio,12054,25/10/2020,13
Comazzo,98020,25/10/2020,26
Comerio,12055,25/10/2020,44
Comezzano-Cizzago,17060,25/10/2020,55
Commessaggio,20020,25/10/2020,7
Como,13075,25/10/2020,974
Comun Nuovo,16081,25/10/2020,49
Concesio,17061,25/10/2020,239
Concorezzo,108021,25/10/2020,287
Confienza,18052,25/10/2020,10
Copiano,18053,25/10/2020,24
Corana,18054,25/10/2020,4
Corbetta,15085,25/10/2020,214
Cormano,15086,25/10/2020,308
Corna Imagna,16082,25/10/2020,16
Cornale e Bastida,18191,25/10/2020,17
Cornaredo,15087,25/10/2020,268
Cornate d'Adda,108053,25/10/2020,124
